-1.699999909362167063e-10,6.938893903907228378e-18,2.550000000000000044e-01
-3.399999633687163527e-10,9.251858538542970657e-18,5.100000000000000089e-01
-5.099999404271452511e-10,0.000000000000000000e+00,7.649999999999999023e-01
-6.799999082337155938e-10,0.000000000000000000e+00,1.020000000000000018e+00
-8.499998852921445439e-10,0.000000000000000000e+00,1.274999999999999911e+00
-1.019999899358007510e-09,-9.251858538542970657e-18,1.529999999999999805e+00
-1.189999931927587795e-09,-1.850371707708594131e-17,1.784999999999999476e+00
-1.359999945993450865e-09,-1.850371707708594131e-17,2.039999999999999591e+00
-1.529999904548162704e-09,-1.850371707708594131e-17,2.294999999999999041e+00
-1.699999918614025773e-09,-1.850371707708594131e-17,2.549999999999999378e+00
-1.869999932679888843e-09,-1.850371707708594131e-17,2.804999999999998828e+00
-2.039999946745751913e-09,-1.850371707708594131e-17,3.059999999999999165e+00
-2.209999886796746537e-09,0.000000000000000000e+00,3.314999999999998614e+00
-2.379999863855175590e-09,0.000000000000000000e+00,3.569999999999998952e+00
-2.549999877921038660e-09,-1.850371707708594131e-17,3.824999999999998401e+00
-2.719999817972033284e-09,0.000000000000000000e+00,4.079999999999999183e+00
-2.889999795030462337e-09,0.000000000000000000e+00,4.334999999999999076e+00
-3.059999772088890977e-09,0.000000000000000000e+00,4.589999999999998082e+00
-3.229999749147320031e-09,0.000000000000000000e+00,4.844999999999998863e+00
-3.399999763213183101e-09,0.000000000000000000e+00,5.099999999999998757e+00
-3.569999814286480187e-09,9.251858538542970657e-18,5.354999999999998650e+00
-3.739999791344908827e-09,1.850371707708594131e-17,5.609999999999997655e+00
-3.909999805410771897e-09,1.850371707708594131e-17,5.864999999999998437e+00
-4.079999745461766934e-09,1.850371707708594131e-17,6.119999999999998330e+00
-4.249999833542498036e-09,3.700743415417188263e-17,6.374999999999997335e+00
-4.419999773593493074e-09,4.163336342344337027e-17,6.629999999999997229e+00
-4.589999787659356143e-09,3.238150488490039499e-17,6.884999999999998010e+00
-4.759999801725219213e-09,4.163336342344337027e-17,7.139999999999997904e+00
-4.929999889805950316e-09,3.932039878880762336e-17,7.394999999999997797e+00
-5.099999903871813386e-09,5.435466891393995357e-17,7.649999999999996803e+00
-5.269999917937676455e-09,5.782411586589356160e-17,7.904999999999997584e+00
